event_id,member_id,event_datetime,event_type,platform,session_duration_seconds,notification_engagement,event_day_of_week,event_hour,is_session_duration_outlier
APP-060188,MBR-013261,2023-07-27 21:39:44,Push Notification Opened,Android,6,Ignored,Thursday,21,False
APP-071173,MBR-001880,2024-02-06 08:09:00,Push Notification Opened,Android,14,Dismissed,Tuesday,8,False
APP-054865,MBR-001022,2024-06-08 20:04:39,Streak Viewed,Android,67,Not Applicable,Saturday,20,False
APP-002609,MBR-002689,2025-02-28 17:06:54,App Opened–No Action,Android,6,Not Applicable,Friday,17,False
APP-093266,MBR-007742,2025-01-30 12:33:15,Referral Sent,Android,16,Not Applicable,Thursday,12,False
APP-064116,MBR-006289,2024-04-23 07:06:10,Workout Logged Manually,Android,60,Not Applicable,Tuesday,7,False
APP-021115,MBR-006118,2025-03-11 18:06:42,Diet Log Entry,iOS,86,Not Applicable,Tuesday,18,False
APP-031900,MBR-010925,2024-09-01 07:17:37,Diet Log Entry,Android,463,Not Applicable,Sunday,7,True
APP-044879,MBR-015136,2024-09-13 05:43:56,Referral Sent,iOS,161,Not Applicable,Friday,5,True
APP-003866,MBR-006248,2025-01-03 18:56:29,Community/WhatsApp-style Group Post,Android,84,Not Applicable,Friday,18,False
APP-083229,MBR-010770,2022-05-02 01:36:27,Referral Sent,iOS,33,Not Applicable,Monday,1,False
APP-073848,MBR-006298,2021-01-31 19:00:09,Diet Log Entry,Android,72,Not Applicable,Sunday,19,False
APP-046250,MBR-000523,2023-02-01 10:59:40,Push Notification Opened,iOS,38,Ignored,Wednesday,10,False
APP-016546,MBR-014707,2024-11-19 17:41:12,Streak Viewed,iOS,20,Not Applicable,Tuesday,17,False
APP-023294,MBR-005046,2024-07-17 21:46:50,Workout Logged Manually,Android,81,Not Applicable,Wednesday,21,False
APP-024384,MBR-000723,2025-01-14 18:56:48,Diet Log Entry,iOS,225,Not Applicable,Tuesday,18,True
APP-069440,MBR-011087,2025-05-03 07:08:33,App Opened–No Action,Android,8,Not Applicable,Saturday,7,False
APP-016494,MBR-015027,2023-06-03 09:02:17,Diet Log Entry,iOS,102,Not Applicable,Saturday,9,False
APP-033281,MBR-012317,2025-03-29 10:22:31,Workout Logged Manually,Android,31,Not Applicable,Saturday,10,False
APP-028446,MBR-005761,2024-02-28 18:28:26,Push Notification Opened,Android,24,Dismissed,Wednesday,18,False
APP-021035,MBR-013768,2025-10-05 19:42:53,Badge Earned,iOS,47,Not Applicable,Sunday,19,False
APP-018590,MBR-007976,2025-09-03 06:20:29,Community/WhatsApp-style Group Post,Android,223,Not Applicable,Wednesday,6,True
APP-087315,MBR-004862,2025-07-19 07:30:36,App Opened–No Action,Android,13,Not Applicable,Saturday,7,False
APP-052449,MBR-005380,2021-07-27 01:06:04,Streak Viewed,Android,21,Not Applicable,Tuesday,1,False
APP-015550,MBR-006634,2025-03-08 20:13:46,Badge Earned,Android,22,Not Applicable,Saturday,20,False
APP-061777,MBR-005976,2023-05-17 08:51:15,Badge Earned,Android,9,Not Applicable,Wednesday,8,False
APP-014502,MBR-005553,2025-07-20 20:13:25,Workout Logged Manually,Android,89,Not Applicable,Sunday,20,False
APP-026837,MBR-007119,2025-05-01 05:39:39,Community/WhatsApp-style Group Post,Android,48,Not Applicable,Thursday,5,False
APP-088923,MBR-008799,2025-10-03 11:12:53,Diet Log Entry,Android,85,Not Applicable,Friday,11,False
APP-026893,MBR-010241,2022-12-14 18:20:33,Workout Logged Manually,iOS,112,Not Applicable,Wednesday,18,False
APP-010652,MBR-014204,2022-01-22 20:22:30,Push Notification Opened,Android,11,Dismissed,Saturday,20,False
APP-069631,MBR-009803,2024-01-23 16:57:28,Streak Viewed,Android,15,Not Applicable,Tuesday,16,False
APP-009823,MBR-004370,2025-04-15 23:23:20,Workout Logged Manually,Android,80,Ignored,Tuesday,23,False
APP-078030,MBR-015397,2025-02-05 19:14:17,Reminder Snoozed,Android,6,Opened,Wednesday,19,False
APP-092764,MBR-002508,2024-08-23 19:07:44,Community/WhatsApp-style Group Post,Android,86,Not Applicable,Friday,19,False
APP-008888,MBR-007040,2024-08-16 00:00:00,App Opened–No Action,Android,10,Not Applicable,Friday,0,False
APP-010400,MBR-007789,2024-04-15 20:05:21,Push Notification Opened,iOS,10,Dismissed,Monday,20,False
APP-074828,MBR-014384,2023-02-03 23:33:43,Diet Log Entry,Android,161,Not Applicable,Friday,23,True
APP-046012,MBR-009125,2025-01-01 21:22:35,Streak Viewed,Android,10,Not Applicable,Wednesday,21,False
APP-096223,MBR-010084,2023-09-17 01:13:31,Badge Earned,iOS,13,Ignored,Sunday,1,False
APP-086062,MBR-016127,2024-01-02 06:45:18,Workout Logged Manually,Android,115,Not Applicable,Tuesday,6,False
APP-024145,MBR-017391,2025-05-18 07:03:08,Reminder Snoozed,Android,10,Opened,Sunday,7,False
APP-079216,MBR-013811,2024-03-21 16:42:11,Reminder Snoozed,Android,7,Opened,Thursday,16,False
APP-032609,MBR-010030,2024-01-30 06:15:57,Push Notification Opened,Android,4,Ignored,Tuesday,6,False
APP-019112,MBR-008181,2024-12-27 18:31:34,Badge Earned,iOS,33,Not Applicable,Friday,18,False
APP-085173,MBR-008413,2025-09-13 13:42:11,Workout Logged Manually,Android,38,Not Applicable,Saturday,13,False
APP-066431,MBR-005234,2024-01-31 19:55:52,Reminder Snoozed,Android,12,Opened,Wednesday,19,False
APP-084338,MBR-013876,2024-10-23 21:36:57,Streak Viewed,Android,63,Not Applicable,Wednesday,21,False
APP-096118,MBR-015662,2024-04-25 12:25:37,Streak Viewed,iOS,63,Not Applicable,Thursday,12,False
APP-043995,MBR-012570,2023-09-03 05:43:18,Streak Viewed,Android,127,Not Applicable,Sunday,5,False
APP-040146,MBR-000655,2024-04-08 22:42:18,Streak Viewed,iOS,45,Not Applicable,Monday,22,False
APP-068292,MBR-013061,2023-11-20 10:12:50,Badge Earned,iOS,53,Not Applicable,Monday,10,False
APP-057729,MBR-008619,2022-11-02 21:58:48,Push Notification Opened,Android,6,Ignored,Wednesday,21,False
APP-031079,MBR-005321,2025-05-21 09:36:37,Push Notification Opened,Android,10,Ignored,Wednesday,9,False
APP-045951,MBR-004750,2024-11-07 09:08:54,Push Notification Opened,Android,6,Dismissed,Thursday,9,False
APP-080028,MBR-015830,2024-07-17 01:58:46,Community/WhatsApp-style Group Post,Android,50,Not Applicable,Wednesday,1,False
APP-063114,MBR-016883,2025-08-21 22:12:32,Reminder Snoozed,iOS,9,Opened,Thursday,22,False
APP-067306,MBR-001053,2025-03-02 13:07:46,App Opened–No Action,Android,3,Not Applicable,Sunday,13,False
APP-010251,MBR-011410,2024-09-15 17:44:24,Diet Log Entry,Android,141,Not Applicable,Sunday,17,False
APP-086278,MBR-004219,2025-01-04 06:40:03,Workout Logged Manually,Android,21,Not Applicable,Saturday,6,False
APP-011844,MBR-002807,2024-01-21 10:23:25,Reminder Snoozed,Android,3,Ignored,Sunday,10,False
APP-044243,MBR-004291,2025-04-30 21:58:13,Streak Viewed,Android,49,Not Applicable,Wednesday,21,False
APP-078181,MBR-014899,2025-09-03 20:25:00,Streak Viewed,Android,97,Not Applicable,Wednesday,20,False
APP-032553,MBR-009074,2023-09-30 20:02:23,Streak Viewed,iOS,33,Not Applicable,Saturday,20,False
APP-062643,MBR-002077,2024-09-17 19:47:10,Streak Viewed,Android,37,Ignored,Tuesday,19,False
APP-034403,MBR-006515,2025-03-25 20:28:17,Reminder Snoozed,Android,3,Ignored,Tuesday,20,False
APP-065460,MBR-007953,2023-04-29 07:45:12,Workout Logged Manually,Android,101,Not Applicable,Saturday,7,False
APP-086237,MBR-017090,2025-01-07 18:59:30,Workout Logged Manually,Android,63,Not Applicable,Tuesday,18,False
APP-022944,MBR-016865,2024-05-31 14:06:14,Workout Logged Manually,Android,57,Not Applicable,Friday,14,False
APP-066380,MBR-002607,2025-10-01 20:35:53,Reminder Snoozed,Android,9,Opened,Wednesday,20,False
APP-040761,MBR-005519,2025-09-14 09:02:59,App Opened–No Action,Android,4,Not Applicable,Sunday,9,False
APP-049073,MBR-011053,2023-01-07 09:56:20,Push Notification Opened,Android,11,Dismissed,Saturday,9,False
APP-000330,MBR-016130,2021-08-25 19:17:47,Streak Viewed,Android,67,Not Applicable,Wednesday,19,False
APP-048425,MBR-011946,2023-11-08 15:37:20,Badge Earned,Android,32,Not Applicable,Wednesday,15,False
APP-097335,MBR-004719,2022-11-01 07:19:38,Streak Viewed,Android,36,Not Applicable,Tuesday,7,False
APP-019618,MBR-001667,2024-01-26 10:05:53,Referral Sent,Android,77,Not Applicable,Friday,10,False
APP-011246,MBR-002238,2025-01-17 05:05:42,Workout Logged Manually,Android,50,Not Applicable,Friday,5,False
APP-032396,MBR-016994,2023-01-15 05:29:13,Workout Logged Manually,Android,225,Opened,Sunday,5,True
APP-006605,MBR-015078,2023-12-09 21:02:58,App Opened–No Action,Android,3,Not Applicable,Saturday,21,False
APP-000055,MBR-003197,2025-01-30 11:55:17,Workout Logged Manually,iOS,41,Not Applicable,Thursday,11,False
APP-025563,MBR-009259,2024-09-29 08:34:12,Streak Viewed,Android,14,Not Applicable,Sunday,8,False
APP-063909,MBR-005039,2022-09-18 06:54:27,Community/WhatsApp-style Group Post,Android,103,Not Applicable,Sunday,6,False
APP-092752,MBR-017293,2024-05-31 14:35:26,App Opened–No Action,Android,23,Not Applicable,Friday,14,False
APP-057626,MBR-000333,2023-06-19 15:49:40,Streak Viewed,iOS,8,Not Applicable,Monday,15,False
APP-089585,MBR-015337,2024-04-01 00:42:28,Streak Viewed,Android,53,Not Applicable,Monday,0,False
APP-082882,MBR-003883,2025-03-27 09:58:01,Diet Log Entry,Android,118,Not Applicable,Thursday,9,False
APP-007802,MBR-004385,2025-03-25 17:11:00,Reminder Snoozed,Android,10,Dismissed,Tuesday,17,False
APP-035461,MBR-006253,2023-10-28 20:39:08,Workout Logged Manually,Android,108,Not Applicable,Saturday,20,False
APP-054003,MBR-006368,2025-06-12 17:00:52,Workout Logged Manually,iOS,157,Not Applicable,Thursday,17,False
APP-064647,MBR-003305,2024-09-09 18:32:47,Diet Log Entry,Android,72,Not Applicable,Monday,18,False
APP-015263,MBR-017432,2025-05-15 18:05:45,App Opened–No Action,Android,9,Not Applicable,Thursday,18,False
APP-079119,MBR-006346,2023-08-17 16:53:47,Reminder Snoozed,Android,6,Dismissed,Thursday,16,False
APP-063853,MBR-010941,2022-05-17 21:48:17,Streak Viewed,iOS,20,Not Applicable,Tuesday,21,False
APP-049951,MBR-003984,2024-01-08 20:18:53,Workout Logged Manually,Android,112,Not Applicable,Monday,20,False
APP-034352,MBR-001873,2024-04-11 19:56:00,App Opened–No Action,Android,10,Not Applicable,Thursday,19,False
APP-080843,MBR-003454,2023-05-10 17:25:09,Streak Viewed,Android,54,Not Applicable,Wednesday,17,False
APP-004489,MBR-008675,2023-10-01 17:21:07,Workout Logged Manually,Android,95,Not Applicable,Sunday,17,False
APP-022912,MBR-016897,2025-08-27 20:23:40,Diet Log Entry,iOS,72,Not Applicable,Wednesday,20,False
APP-038579,MBR-008500,2025-08-20 10:31:43,Workout Logged Manually,Android,65,Not Applicable,Wednesday,10,False
APP-086510,MBR-015263,2022-07-12 20:58:05,Diet Log Entry,iOS,118,Not Applicable,Tuesday,20,False
APP-058618,MBR-002159,2025-08-31 10:38:08,Push Notification Opened,Android,6,Dismissed,Sunday,10,False
APP-034019,MBR-005451,2023-01-23 09:43:49,Diet Log Entry,Android,70,Not Applicable,Monday,9,False
APP-009110,MBR-011908,2022-04-08 08:54:46,Diet Log Entry,Android,92,Not Applicable,Friday,8,False
APP-051381,MBR-000547,2022-05-09 18:17:32,Push Notification Opened,Android,7,Dismissed,Monday,18,False
APP-002074,MBR-008809,2024-03-19 20:16:58,Diet Log Entry,Android,510,Not Applicable,Tuesday,20,True
APP-047706,MBR-009103,2022-09-25 17:28:02,Referral Sent,iOS,16,Not Applicable,Sunday,17,False
APP-004975,MBR-017023,2022-10-02 19:42:28,Badge Earned,iOS,40,Not Applicable,Sunday,19,False
APP-076672,MBR-008699,2023-02-07 07:21:24,Community/WhatsApp-style Group Post,Android,85,Not Applicable,Tuesday,7,False
APP-034424,MBR-015597,2024-02-29 05:09:20,Reminder Snoozed,Android,12,Opened,Thursday,5,False
APP-009658,MBR-011703,2024-05-01 05:14:02,Streak Viewed,Android,23,Not Applicable,Wednesday,5,False
APP-012376,MBR-016466,2023-12-21 20:58:30,App Opened–No Action,iOS,16,Not Applicable,Thursday,20,False
APP-004755,MBR-014324,2024-01-29 09:10:24,App Opened–No Action,Android,3,Not Applicable,Monday,9,False
APP-044057,MBR-016323,2023-12-19 07:48:56,Workout Logged Manually,Android,54,Not Applicable,Tuesday,7,False
APP-067710,MBR-012387,2021-01-29 07:00:48,Community/WhatsApp-style Group Post,Android,193,Not Applicable,Friday,7,True
APP-081252,MBR-016737,2025-01-07 15:12:35,Reminder Snoozed,Android,4,Not Applicable,Tuesday,15,False
APP-053629,MBR-013990,2023-04-01 19:26:23,Badge Earned,iOS,7,Not Applicable,Saturday,19,False
APP-054929,MBR-003852,2025-06-24 19:07:20,Streak Viewed,Android,54,Not Applicable,Tuesday,19,False
APP-037662,MBR-002162,2023-03-19 07:01:00,App Opened–No Action,iOS,10,Not Applicable,Sunday,7,False
APP-036840,MBR-004310,2024-01-02 08:10:19,Workout Logged Manually,iOS,295,Not Applicable,Tuesday,8,True
APP-008125,MBR-017160,2024-08-21 21:04:47,App Opened–No Action,Android,9,Not Applicable,Wednesday,21,False
APP-029167,MBR-005276,2024-08-25 05:33:35,Streak Viewed,iOS,393,Not Applicable,Sunday,5,True
APP-069362,MBR-003665,2023-05-06 20:51:42,Push Notification Opened,Android,4,Ignored,Saturday,20,False
APP-067420,MBR-000338,2025-06-25 00:10:05,Streak Viewed,iOS,30,Not Applicable,Wednesday,0,False
APP-043283,MBR-002773,2024-05-17 18:53:51,Badge Earned,Android,16,Not Applicable,Friday,18,False
APP-003001,MBR-017268,2024-06-23 23:47:10,Workout Logged Manually,Android,60,Dismissed,Sunday,23,False
APP-052211,MBR-000258,2022-11-08 05:34:22,Streak Viewed,Android,27,Not Applicable,Tuesday,5,False
APP-080018,MBR-005113,2024-01-27 17:01:37,Referral Sent,Android,25,Not Applicable,Saturday,17,False
APP-007026,MBR-013020,2024-04-05 05:55:58,Community/WhatsApp-style Group Post,Android,113,Not Applicable,Friday,5,False
APP-038187,MBR-012170,2022-10-24 09:56:36,Push Notification Opened,Android,11,Ignored,Monday,9,False
APP-011181,MBR-000520,2024-05-30 08:58:23,Reminder Snoozed,Android,11,Ignored,Thursday,8,False
APP-013761,MBR-014683,2024-11-19 23:54:24,Community/WhatsApp-style Group Post,Android,92,Not Applicable,Tuesday,23,False
APP-037241,MBR-008203,2025-07-18 03:15:25,Streak Viewed,iOS,68,Not Applicable,Friday,3,False
APP-020968,MBR-011076,2025-09-15 07:44:48,Push Notification Opened,Android,28,Ignored,Monday,7,False
APP-084424,MBR-013903,2024-11-03 18:32:00,App Opened–No Action,Android,12,Not Applicable,Sunday,18,False
APP-052389,MBR-006146,2024-09-02 09:28:36,App Opened–No Action,iOS,3,Not Applicable,Monday,9,False
APP-000102,MBR-011812,2024-03-22 18:39:01,Streak Viewed,iOS,44,Not Applicable,Friday,18,False
APP-083273,MBR-013448,2025-05-30 08:07:25,Community/WhatsApp-style Group Post,iOS,104,Not Applicable,Friday,8,False
APP-007228,MBR-006923,2025-08-29 05:14:48,Streak Viewed,Android,70,Not Applicable,Friday,5,False
APP-079720,MBR-000490,2025-02-19 17:45:26,App Opened–No Action,Android,5,Not Applicable,Wednesday,17,False
APP-058731,MBR-008620,2023-06-12 14:02:47,Reminder Snoozed,Android,10,Ignored,Monday,14,False
APP-067866,MBR-014847,2022-11-04 18:41:00,Push Notification Opened,iOS,15,Dismissed,Friday,18,False
APP-044799,MBR-014232,2024-05-11 05:30:17,Diet Log Entry,Android,126,Not Applicable,Saturday,5,False
APP-057201,MBR-008905,2025-01-15 18:16:12,App Opened–No Action,Android,6,Not Applicable,Wednesday,18,False
APP-051121,MBR-017271,2021-08-21 11:28:34,Diet Log Entry,Android,181,Not Applicable,Saturday,11,True
APP-051786,MBR-003720,2025-10-02 05:08:36,Push Notification Opened,Android,17,Opened,Thursday,5,False
APP-075538,MBR-000565,2021-12-27 19:40:59,Community/WhatsApp-style Group Post,Android,139,Not Applicable,Monday,19,False
APP-026902,MBR-007728,2024-10-03 08:21:16,Reminder Snoozed,Android,6,Ignored,Thursday,8,False
APP-092346,MBR-008001,2024-11-22 19:51:44,App Opened–No Action,Android,6,Not Applicable,Friday,19,False
APP-016342,MBR-012503,2021-12-22 17:54:21,Badge Earned,Android,19,Not Applicable,Wednesday,17,False
APP-084890,MBR-000606,2024-12-31 17:34:58,Workout Logged Manually,Android,47,Not Applicable,Tuesday,17,False
APP-056024,MBR-014013,2022-12-13 07:07:57,Push Notification Opened,Android,15,Dismissed,Tuesday,7,False
APP-015243,MBR-001907,2025-07-24 06:49:37,Push Notification Opened,iOS,11,Ignored,Thursday,6,False
APP-087009,MBR-005582,2023-07-22 20:14:33,Diet Log Entry,iOS,145,Not Applicable,Saturday,20,False
APP-054423,MBR-013674,2024-06-27 07:39:47,Streak Viewed,Android,23,Not Applicable,Thursday,7,False
APP-018069,MBR-003198,2021-08-29 05:37:43,Streak Viewed,Android,27,Not Applicable,Sunday,5,False
APP-000711,MBR-014350,2024-09-01 05:18:15,Reminder Snoozed,Android,7,Ignored,Sunday,5,False
APP-015642,MBR-001355,2025-09-24 10:05:01,Referral Sent,Android,27,Not Applicable,Wednesday,10,False
APP-080203,MBR-008683,2024-05-10 09:59:16,App Opened–No Action,Android,7,Not Applicable,Friday,9,False
APP-046764,MBR-007124,2023-01-18 22:46:12,Badge Earned,Android,44,Not Applicable,Wednesday,22,False
APP-073436,MBR-003157,2025-05-30 06:15:02,Workout Logged Manually,Android,273,Not Applicable,Friday,6,True
APP-042542,MBR-008674,2024-12-20 21:30:28,Reminder Snoozed,iOS,4,Opened,Friday,21,False
APP-075093,MBR-003892,2023-11-14 09:33:41,App Opened–No Action,Android,5,Not Applicable,Tuesday,9,False
APP-022842,MBR-002864,2023-09-22 20:16:32,App Opened–No Action,Android,10,Not Applicable,Friday,20,False
APP-036365,MBR-010129,2022-06-17 08:17:37,App Opened–No Action,Android,16,Not Applicable,Friday,8,False
APP-085996,MBR-001824,2025-06-25 21:01:16,Reminder Snoozed,Android,67,Ignored,Wednesday,21,False
APP-048427,MBR-011946,2024-06-13 21:29:48,Diet Log Entry,Android,101,Not Applicable,Thursday,21,False
APP-046551,MBR-006395,2023-08-03 07:14:37,Referral Sent,iOS,83,Not Applicable,Thursday,7,False
APP-097415,MBR-011388,2025-09-12 02:44:20,Reminder Snoozed,Android,17,Not Applicable,Friday,2,False
APP-008116,MBR-017120,2024-06-13 20:00:41,Workout Logged Manually,Android,48,Not Applicable,Thursday,20,False
APP-012514,MBR-001619,2025-08-17 21:46:01,Push Notification Opened,Android,6,Dismissed,Sunday,21,False
APP-047675,MBR-003081,2025-10-04 06:21:39,App Opened–No Action,Android,5,Not Applicable,Saturday,6,False
APP-017978,MBR-016293,2023-03-10 06:47:19,Streak Viewed,iOS,44,Not Applicable,Friday,6,False
APP-009461,MBR-009224,2025-09-21 07:27:07,Reminder Snoozed,Android,5,Ignored,Sunday,7,False
APP-029970,MBR-012512,2024-10-06 00:05:43,Community/WhatsApp-style Group Post,Android,59,Not Applicable,Sunday,0,False
APP-050428,MBR-001871,2024-10-23 23:27:51,Streak Viewed,Android,36,Not Applicable,Wednesday,23,False
APP-014359,MBR-008260,2022-08-21 06:49:22,Diet Log Entry,Android,120,Not Applicable,Sunday,6,False
APP-035910,MBR-000717,2023-07-29 07:52:39,Workout Logged Manually,Android,47,Not Applicable,Saturday,7,False
APP-015863,MBR-001236,2025-03-03 20:51:09,Workout Logged Manually,Android,68,Not Applicable,Monday,20,False
APP-065630,MBR-014553,2025-10-01 00:28:37,App Opened–No Action,iOS,19,Not Applicable,Wednesday,0,False
APP-012387,MBR-011229,2022-01-25 13:18:36,Workout Logged Manually,Android,59,Not Applicable,Tuesday,13,False
APP-078984,MBR-008806,2024-12-28 08:44:14,App Opened–No Action,iOS,7,Not Applicable,Saturday,8,False
APP-040698,MBR-003924,2025-01-30 07:52:48,Reminder Snoozed,Android,6,Ignored,Thursday,7,False
APP-077707,MBR-016820,2025-09-23 05:57:52,Streak Viewed,Android,34,Not Applicable,Tuesday,5,False
APP-073478,MBR-004967,2024-05-26 20:22:52,Workout Logged Manually,Android,60,Not Applicable,Sunday,20,False
APP-097648,MBR-012756,2024-05-18 07:37:42,Workout Logged Manually,iOS,128,Not Applicable,Saturday,7,False
APP-053451,MBR-000597,2025-03-15 06:20:57,App Opened–No Action,iOS,13,Not Applicable,Saturday,6,False
APP-015704,MBR-005243,2022-06-07 10:11:07,Diet Log Entry,Android,66,Not Applicable,Tuesday,10,False
APP-057619,MBR-000333,2022-04-10 08:39:51,Badge Earned,iOS,49,Not Applicable,Sunday,8,False
APP-082678,MBR-013502,2025-05-16 19:54:48,Diet Log Entry,iOS,43,Not Applicable,Friday,19,False
APP-061705,MBR-014515,2022-06-08 06:01:32,Badge Earned,iOS,9,Not Applicable,Wednesday,6,False
APP-021948,MBR-003132,2024-04-30 10:45:19,Reminder Snoozed,Android,6,Opened,Tuesday,10,False
APP-046984,MBR-007752,2024-10-04 09:41:33,Streak Viewed,Android,31,Not Applicable,Friday,9,False
APP-050583,MBR-006045,2024-06-20 17:19:15,Streak Viewed,Android,55,Not Applicable,Thursday,17,False
